chr	start	end	strand	cytoband	Ensembl gene ID	hugo	copy category	copy change	avg cna	avg cna by gene	breakpoint	manually curated homd	loh	loh_ratio	intepreted expression status	RPKM	SARC percentile	SARC kIQR	FC mean Bodymap	avg TCGA percentile	avg TCGA kIQR	avg TCGA norm percentile	avg TCGA norm kIQR	UCEC norm percentile	UCEC norm kIQR	cancer gene type
8	89044237	89340254	-1	q21.3	ENSG00000156103	MMP16	Neutral	0	0.02	0.01	0	0	HET	0.5		1.6	68	0.4	1.64	85	2.02	97	5.21	100	3.42	
10	75910960	76469061	1	q22.2	ENSG00000156110	ADK	Neutral	0	0.02	-0.01	0	0	HET	0.49		9.93	93	1.45	1.05	59	0.16	65	0.29	100	4.67	
X	48689504	48694035	-1	p11.23	ENSG00000102109	PCSK1N	Neutral	0	0.02	-0.01	0	0	HET	0.49	up	31.75	91	3.24	4.96	80	1.54	87	3	100	2.66	
14	75988768	76013358	1	q24.3	ENSG00000156127	BATF	Neutral	0	0.02	0	0	0	HET	0.51		5.28	69	0.42	1.3	56	0.13	73	0.6	92	3.65	
4	71858255	71896631	1	q13.3	ENSG00000156136	DCK	Neutral	0	0.01	0.02	0	0	HET	0.52		9.53	42	-0.13	-1.17	44	-0.1	71	0.39	83	1.88	
4	73146686	73434516	-1	q13.3	ENSG00000156140	ADAMTS3	Neutral	0	0.01	0.02	0	0	HET	0.49		2.51	87	1.74	1.82	96	4.94	99	3.38	96	2.21	
1	110602616	110613234	-1	p13.3	ENSG00000156150	ALX3	Loss	-1	-0.22	-0.17	0	0	HET	0.35		0.9	1	-0.92	-1.11	0	-1	0	-1.35	0	-2.47	
8	95731931	95806064	1	q22.1	ENSG00000156162	DPY19L4	Neutral	0	0.02	0.04	0	0	HET	0.5		5.79	65	0.34	-1.27	45	-0.08	46	-0.09	29	-0.25	
8	95907995	96128683	1	q22.1	ENSG00000156170	NDUFAF6	Neutral	0	0.02	0.02	0	0	HET	0.45		2.24	71	0.42	1.02	36	-0.24	67	0.33	100	1.18	
1	111659955	111682838	-1	p13.3	ENSG00000156171	DRAM2	Loss	-1	-0.22	-0.21	0	0	HET	0.42		14.14	32	-0.32	-1.11	25	-0.46	23	-0.53	4	-0.67	
8	96257147	96281429	-1	q22.1	ENSG00000156172	C8orf37	Neutral	0	0.02	0.05	0	0	HET	0.51		2.19	86	1.16	1.25	77	0.66	82	0.68	79	0.9	
4	76781020	76823724	-1	q21.1	ENSG00000156194	PPEF2	Neutral	0	0.01	0.03	0	0	HET	0.54		0.01	68	0.46	-1.01	82	1.36	85	0.99	67	0.44	
15	81299374	81441516	1	q25.1	ENSG00000156206	C15orf26	Gain	1	0.23	0.25	0	0	HET	0.45		0.3	93	2.3	-1.29	93	3.41	87	4.01	62	0.15	
15	84322838	84708594	1	q25.2	ENSG00000156218	ADAMTSL3	Gain	1	0.23	0.22	0	0	HET	0.58		0.87	71	0.53	-1.85	70	0.52	20	-0.5	29	-0.36	
4	76932337	77033955	1	q21.1	ENSG00000156219	ART3	Neutral	0	0.01	0.03	0	0	HET	0.51		0.05	53	0.04	-7.72	59	0.14	47	-0.06	21	-0.42	
15	85427885	85518876	1	q25.3	ENSG00000156222	SLC28A1	Gain	1	0.23	0.22	0	0	HET	0.39		0.13	73	0.61	-2.2	80	1.43	68	0.16	83	1.13	
15	83478380	83503611	1	q25.2	ENSG00000156232	WHAMM	Gain	1	0.23	0.18	0	0	HET	0.59		3.85	57	0.15	-1.54	50	0	42	-0.13	54	0.04	
4	78432907	78532988	1	q21.1	ENSG00000156234	CXCL13	Neutral	0	0.01	0.03	0	0	HET	0.48		2.77	66	0.46	-4.06	53	0.03	67	0.37	67	0.46	
21	30244513	30257693	-1	q21.3	ENSG00000156239	N6AMT1	Neutral	0	0.01	0.05	0	0	HET	0.49		3.19	86	1.13	1.28	81	0.74	80	0.56	50	0.05	
21	30376705	30391699	-1	q21.3	ENSG00000156253	RWDD2B	Neutral	0	0.01	0.03	0	0	HET	0.58		10.2	53	0.03	1.41	61	0.22	56	0.14	17	-0.74	
19	33071974	33078358	1	q13.11	ENSG00000105185	PDCD5	Neutral	0	0.02	0.05	0	0	HET	0.54	down	7.47	0	-1.1	-1.41	3	-0.9	6	-1.12	0	-2.24	
21	30428126	30446118	-1	q21.3	ENSG00000156261	CCT8	Neutral	0	0.01	0.09	0	0	HET	0.44		28.97	3	-0.86	-1.76	3	-1.04	13	-1.14	0	-1.93	
21	30449792	30548210	1	q21.3	ENSG00000156265	MAP3K7CL	Neutral	0	0.01	0.04	0	0	HET	0.46		4.05	57	0.08	1.13	89	1.9	96	2.24	83	1.18	
4	80146848	80247204	-1	q21.21	ENSG00000156269	NAA11	Neutral	0	0.01	0.02	0	0	HET	0.49		0	41		-1.3	41		48		48		
21	30566392	31009660	1	q21.3	ENSG00000156273	BACH1	Neutral	0	0.01	0.01	0	0	HET	0.48		7.59	59	0.21	-1.52	62	0.24	57	0.15	67	0.35	
21	31538241	31538971	-1	q22.11	ENSG00000156282	CLDN17	Neutral	0	0.01	-0.02	0	0	HET	0.51		0.01	97	inf	1.01	88	inf	88	inf	100	inf	
21	31586324	31588391	-1	q22.11	ENSG00000156284	CLDN8	Neutral	0	0.01	0.01	0	0	HET	0.56		0	44		-6.75	20	-0.02	5	-0.25	12	-0.17	
X	38420623	38548169	1	p11.4	ENSG00000156298	TSPAN7	Neutral	0	0.02	0.04	0	0	HET	0.52		17.5	86	1.2	-1.93	68	0.43	26	-0.5	25	-0.52	
21	32361860	32932290	-1	q22.11	ENSG00000156299	TIAM1	Neutral	0	0.01	0.02	0	0	HET	0.49		1.31	36	-0.23	-1.92	35	-0.21	46	-0.08	4	-0.65	
21	33043313	33104431	-1	q22.11	ENSG00000156304	SCAF4	Neutral	0	0.01	0.01	0	0	HET	0.49		8.53	73	0.58	1.11	61	0.21	86	0.92	75	0.51	
X	38128424	38186817	-1	p11.4	ENSG00000156313	RPGR	Neutral	0	0.02	0.03	0	0	HET	0.56		1.15	58	0.15	-2.12	37	-0.22	33	-0.28	0	-1.7	putative tumour suppressor
9	90581356	90589695	-1	q22.1	ENSG00000156345	CDK20	Neutral	0	0.02	0.02	0	0	HET	0.5		2.54	29	-0.45	1.09	37	-0.25	30	-0.37	0	-0.94	
10	105062553	105110891	-1	q24.33	ENSG00000156374	PCGF6	Neutral	0	0.02	0.05	0	0	HET	0.51		2.73	14	-0.62	-1.23	33	-0.29	51	0.01	0	-1.62	
14	102973179	102976136	-1	q32.31	ENSG00000156381	ANKRD9	Neutral	0	0.02	0.05	0	0	HET	0.52		5.62	79	0.76	1.26	78	0.81	85	1.63	96	4.71	
10	105881816	105886143	1	q25.1	ENSG00000156384	SFR1	Neutral	0	0.02	0.04	0	0	HET	0.51		2.6	74	0.54	-1.11	60	0.2	72	0.5	33	-0.4	
10	106400859	107024993	1	q25.1	ENSG00000156395	SORCS3	Neutral	0	0.02	0.02	0	0	HET	0.51		0.02	50	0	-1.31	71	0.54	68	0.34	54	0.07	
10	104474297	104498951	1	q24.32	ENSG00000156398	SFXN2	Neutral	0	0.02	0.03	0	0	HET	0.49		3.16	85	0.97	1.08	37	-0.21	25	-0.39	38	-0.27	
14	104378625	104394606	-1	q32.33	ENSG00000156411	C14orf2	Neutral	0	0.02	-0.01	0	0	HET	0.51		10.88	11	-0.67	-1.64	6	-0.75	8	-0.73	0	-1.39	
19	5830621	5839742	-1	p13.3	ENSG00000156413	FUT6	Neutral	0	0.02	0.02	0	0	HET	0.51		0.02	76	0.69	-1.63	27	-0.06	14	-0.09	8	-0.55	
14	104394799	104519004	1	q32.33	ENSG00000156414	TDRD9	Neutral	0	0.02	0.02	0	0	HET	0.48		0.06	65	0.29	-2.95	50	0	30	-0.14	46	-0.1	
5	170846660	170884627	1	q35.1	ENSG00000156427	FGF18	Neutral	0	0.01	0.11	0	0	HET	0.55		1.37	71	0.52	-1.04	86	2.05	86	1.44	54	0.07	
5	141232938	141258811	-1	q31.3	ENSG00000156453	PCDH1	Neutral	0	0.01	0.04	0	0	HET	0.56		12.45	94	2.27	1.51	55	0.1	39	-0.18	92	2.04	
5	145316142	145461354	1	q32	ENSG00000156463	SH3RF2	Neutral	0	0.01	0.01	0	0	HET	0.5		0.38	69	0.5	-4.2	35	-0.2	12	-0.45	12	-0.38	
8	97154558	97173020	-1	q22.1	ENSG00000156466	GDF6	Neutral	0	0.02	-0.01	0	0	HET	0.43		0.55	61	0.23	1.1	86	1.83	92	1.81	83	1.93	
3	58413357	58419584	-1	p14.3	ENSG00000168291	PDHB	Neutral	0	0.01	0.03	0	0	HET	0.6	down	14.28	3	-1.31	-1.14	5	-1.05	0	-1.26	0	-2.15	
8	97251626	97273838	-1	q22.1	ENSG00000156469	MTERF3	Neutral	0	0.02	0.08	0	0	HET	0.56		9.42	41	-0.12	1.28	43	-0.13	87	0.83	46	-0.02	
1	2336236	2345236	-1	p36.32	ENSG00000157911	PEX10	Loss	-1	-0.21	-0.15	0	0	HET	0.29	down	6.07	3	-1.12	-1.3	2	-0.98	1	-1.04	0	-1.51	
5	145967936	146464347	-1	q32	ENSG00000156475	PPP2R2B	Neutral	0	0.01	0.01	0	0	HET	0.52		0.57	50	0	-2.4	63	0.23	47	-0.04	71	0.69	
8	99037079	99058697	-1	q22.2	ENSG00000156482	RPL30	Neutral	0	0.02	0.02	0	0	HET	0.43		118.73	0	-1.1	-1.23	2	-1.06	1	-0.97	0	-1.98	
8	99439250	99445076	1	q22.2	ENSG00000156486	KCNS2	Neutral	0	0.02	0.03	0	0	HET	0.49		0.13	80	1.1	-1.4	87	1.76	74	0.68	67	0.07	
X	133930819	133988640	1	q26.3	ENSG00000156500	FAM122C	Gain	1	0.25	0.26	0	0	HET	0.47		0.93	85	1.09	1.15	87	1.44	98	2.82	83	1.82	
10	70939988	70968855	1	q22.1	ENSG00000156502	SUPV3L1	Neutral	0	0.02	0.05	0	0	HET	0.47		5.35	14	-0.61	-1.34	4	-0.98	6	-0.8	0	-1.79	
X	133903596	133931262	-1	q26.3	ENSG00000156504	FAM122B	Gain	1	0.25	0.28	0	0	HET	0.47		6.08	37	-0.28	-1.38	19	-0.55	37	-0.27	8	-1.36	
6	74225473	74233520	-1	q13	ENSG00000156508	EEF1A1	Neutral	0	0.01	-0.03	0	0	HET	0.52		229.01	0	-1.17	1.62	2	-1.07	0	-1.59	0	-2.75	tumour suppressor
8	101145588	101158028	-1	q22.2	ENSG00000156509	FBXO43	Neutral	0	0.02	0.03	0	0	HET	0.51		0.13	10	-0.43	-1.1	42	-0.11	94	1.97	71	0.31	
10	70980059	71027315	1	q22.1	ENSG00000156510	HKDC1	Neutral	0	0.02	0.04	0	0	HET	0.53		0.35	95	3.16	-1.24	46	-0.03	39	-0.19	33	-0.23	
10	71029740	71161638	1	q22.1	ENSG00000156515	HK1	Neutral	0	0.02	0.01	0	0	HET	0.49		26.17	45	-0.06	-1.19	38	-0.21	35	-0.24	75	0.55	
10	71897737	71906432	-1	q22.1	ENSG00000156521	TYSND1	Neutral	0	0.02	0.03	0	0	HET	0.52		3.03	31	-0.3	1.02	7	-0.79	10	-0.89	0	-0.63	
X	133507283	133562820	1	q26.2	ENSG00000156531	PHF6	Gain	1	0.25	0.24	0	0	HET	0.68		3.24	55	0.11	-1.49	28	-0.36	55	0.09	42	-0.07	tumour suppressor
6	74405508	74538040	1	q13	ENSG00000156535	CD109	Neutral	0	0.01	0.01	0	0	HET	0.52		6.76	46	-0.13	1.61	73	0.64	86	0.84	75	0.63	
6	40359325	40555204	-1	p21.1	ENSG00000156564	LRFN2	Neutral	0	0.01	0.04	0	0	HET	0.52		0.03	75	0.84	-1.18	53	0.05	58	0.16	38	-0.23	
10	72192071	72207707	-1	q22.1	ENSG00000156574	NODAL	Neutral	0	0.02	0.07	0	0	HET	0.58		0.1	7	-0.57	-1.17	8	-0.46	7	-0.53	0	-1.3	
11	57144242	57148623	-1	q12.1	ENSG00000156575	PRG3	Neutral	0	0.02	0.04	0	0	HET	0.61		0.05	100	inf	-1.06	99	inf	99	inf	100	inf	
11	57319129	57335757	-1	q12.1	ENSG00000156587	UBE2L6	Neutral	0	0.02	0.01	0	0	HET	0.47		39.73	31	-0.36	1.47	25	-0.4	42	-0.12	8	-0.84	
11	57435219	57468659	1	q12.1	ENSG00000156599	ZDHHC5	Neutral	0	0.02	0.03	0	0	HET	0.52		22.65	73	0.49	1.28	31	-0.37	33	-0.31	92	0.79	
11	57471186	57479693	-1	q12.1	ENSG00000156603	MED19	Neutral	0	0.02	0.07	0	0	HET	0.49		10.62	74	0.58	1.86	70	0.43	91	1.38	96	0.92	
6	37787275	38122400	1	p21.2	ENSG00000156639	ZFAND3	Neutral	0	0.01	-0.01	0	0	HET	0.52		21.83	24	-0.57	-1.12	29	-0.39	32	-0.28	17	-0.7	
15	73852355	73926475	-1	q24.1	ENSG00000156642	NPTN	Loss	-1	-0.22	-0.22	0	0	HET	0.4		42.35	56	0.06	1.28	49	-0.03	22	-0.58	17	-0.55	
10	76585340	76792380	1	q22.2	ENSG00000156650	KAT6B	Neutral	0	0.02	-0.01	0	0	HET	0.5		5.41	79	0.83	1.28	64	0.29	50	0.01	17	-0.72	putative oncogene
10	76859344	76941881	1	q22.2	ENSG00000156671	SAMD8	Neutral	0	0.02	0.01	0	0	HET	0.47		4.02	91	1.59	-2.47	75	0.63	71	0.46	96	1.38	
8	37716136	37756985	-1	p11.23	ENSG00000156675	RAB11FIP1	Neutral	0	0.02	-0.04	0	0	HET	0.46		2.25	87	1.52	-2.73	21	-0.39	12	-0.49	33	-0.32	
X	22050559	22269427	1	p22.11	ENSG00000102174	PHEX	Neutral	0	0.02	0.03	0	0	HET	0.52	up	3.59	96	6.5	2.85	98	13.51	100	15.84	100	8.59	
11	58601542	58671688	-1	q12.1	ENSG00000156689	GLYATL2	Neutral	0	0.02	0.02	0	0	HET	0.5		0.07	20	-0.41	-1.07	43	-0.06	41	-0.08	21	-0.79	
X	129040097	129063737	1	q26.1	ENSG00000156697	UTP14A	Gain	1	0.25	0.28	0	0	HET	0.32		7.07	79	0.63	1.47	62	0.24	92	1.58	50	-0.06	
X	129263337	129299861	-1	q26.1	ENSG00000156709	AIFM1	Gain	1	0.25	0.25	0	0	HET	0.59		9.55	39	-0.24	-1.82	18	-0.49	25	-0.2	25	-0.49	
6	36095586	36107842	1	p21.31	ENSG00000156711	MAPK13	Neutral	0	0.01	0.07	0	0	HET	0.48		3.91	56	0.11	-1.28	19	-0.54	14	-0.84	38	-0.23	
8	38034051	38070819	1	p11.23	ENSG00000156735	BAG4	Neutral	0	0.02	0.01	0	0	HET	0.52		4.42	82	0.82	-1.85	59	0.17	60	0.18	100	1.11	
11	60223225	60238233	1	q12.2	ENSG00000156738	MS4A1	Neutral	0	0.02	0.01	0	0	HET	0.49		0.06	68	0.35	-9.36	36	-0.1	22	-0.21	25	-0.18	
8	124054208	124164393	1	q24.13	ENSG00000156787	TBC1D31	Neutral	0	0.02	0.01	0	0	HET	0.48		1.05	11	-0.61	-1.15	18	-0.47	51	0.04	67	0.45	
8	124428965	124479470	1	q24.13	ENSG00000156795	WDYHV1	Neutral	0	0.02	0.08	0	0	HET	0.5		5.14	25	-0.45	1.03	16	-0.59	43	-0.14	4	-1.38	
8	124332090	124428590	-1	q24.13	ENSG00000156802	ATAD2	Neutral	0	0.02	0.03	0	0	HET	0.42		3.18	21	-0.39	-1.27	22	-0.4	73	0.58	92	1.02	
8	124510129	124553446	-1	q24.13	ENSG00000156804	FBXO32	Neutral	0	0.02	0.01	0	0	HET	0.48		54.93	69	0.45	-1.15	94	2.47	86	1.67	58	0.12	putative tumour suppressor
8	126103921	126379362	1	q24.13	ENSG00000156831	NSMCE2	Neutral	0	0.02	0.01	0	0	HET	0.48		5.36	4	-0.94	-1.22	4	-0.95	9	-1.1	0	-2.35	
16	30613879	30635333	-1	p11.2	ENSG00000156853	ZNF689	Neutral	0	0.02	0.01	0	0	HET	0.47		3.98	81	0.64	1.18	72	0.48	79	0.65	92	0.84	
16	30662038	30667761	1	p11.2	ENSG00000156858	PRR14	Neutral	0	0.02	0.06	0	0	HET	0.47		12.92	32	-0.37	2.28	33	-0.29	75	0.51	0	-1.2	
16	30669752	30682131	1	p11.2	ENSG00000156860	FBRS	Neutral	0	0.02	0.11	0	0	HET	0.47		13.63	8	-0.88	1.67	8	-0.91	21	-0.75	0	-1.27	
1	100174259	100232187	-1	p21.2	ENSG00000156869	FRRS1	Loss	-1	-0.22	-0.18	0	0	HET	0.67		0.82	58	0.2	-1.43	37	-0.2	17	-0.49	83	0.81	
16	30759591	30772490	1	p11.2	ENSG00000156873	PHKG2	Neutral	0	0.02	0.02	0	0	HET	0.47		4.76	2	-0.95	1.46	2	-1.12	4	-1.08	0	-0.95	
1	100503653	100548933	1	p21.2	ENSG00000156875	HIAT1	Loss	-1	-0.22	-0.25	0	0	HET	0.73		16.28	39	-0.22	-1.42	31	-0.35	23	-0.6	17	-0.55	
1	100549119	100598511	-1	p21.2	ENSG00000156876	SASS6	Loss	-1	-0.22	-0.23	0	0	HET	0.73		1.3	38	-0.21	-1.14	35	-0.25	74	0.52	46	-0.27	
16	31439052	31439967	-1	p11.2	ENSG00000156885	COX6A2	Neutral	0	0.02	0.03	0	0	HET	0.71		0.13	64	0.55	-37.91	66	0.43	61	0.09	33	-0.22	
16	31404633	31437826	1	p11.2	ENSG00000156886	ITGAD	Neutral	0	0.02	0.06	0	0	HET	0.71		0.24	79	1.19	1.07	88	2.63	91	4.27	71	0.72	
X	135383122	135519215	1	q26.3	ENSG00000156920	ADGRG4	Gain	1	0.25	0.24	0	0	HET	0.29		0.02	77	1.08	-1.03	96	9.04	77	0.83	71	0.36	
X	136648301	136659850	1	q26.3	ENSG00000156925	ZIC3	Gain	1	0.25	0.22	0	0	HET	0.41		0	29	0	-1.06	32	0	33	0	46		
1	201434620	201438365	-1	q32.1	ENSG00000174307	PHLDA3	Gain	1	0.22	0.28	0	0	HET	0.44	up	127	97	2.41	9.3	95	2.25	100	3.53	100	3.89	putative tumour suppressor
3	184529931	184770402	1	q27.2	ENSG00000156931	VPS8	Neutral	0	0.01	0.02	0	0	HET	0.5		4.28	55	0.1	-1.04	35	-0.25	39	-0.21	25	-0.5	
2	46808076	46844258	-1	p21	ENSG00000151665	PIGF	Loss	-1	-0.22	-0.21	0	0	HET	0.54	down	6.68	0	-1.22	-1.29	0	-1.69	0	-1.9	0	-1.69	
3	9543481	9595486	-1	p25.3	ENSG00000156959	LHFPL4	Neutral	0	0.01	0.03	0	0	HET	0.51		0.01	46	-0.1	-1.18	44	-0.04	17	-0.39	4	-1.16	
2	232260254	232265875	1	q37.1	ENSG00000156966	B3GNT7	Neutral	0	0.01	0.02	0	0	HET	0.57		1.41	54	0.07	-1.24	38	-0.13	44	-0.02	33	-0.37	
16	15489611	15503458	1	p13.11	ENSG00000156968	MPV17L	Neutral	0	0.02	0.02	0	0	HET	0.43		1.29	66	0.34	-1.63	48	-0.03	27	-0.41	46	-0.05	
15	40453224	40513337	1	q15.1	ENSG00000156970	BUB1B	Loss	-1	-0.22	-0.22	0	0	HET	0.66		0.52	3	-0.67	-1.38	12	-0.49	65	0.27	71	0.4	tumour suppressor
2	232597135	232650982	-1	q37.1	ENSG00000156973	PDE6D	Neutral	0	0.01	0.05	0	0	HET	0.52		9.12	76	0.52	1.75	70	0.46	92	1.72	88	1.2	
3	186500994	186507689	1	q27.3	ENSG00000156976	EIF4A2	Neutral	0	0.01	0.02	0	0	HET	0.36		82.05	41	-0.15	-1.27	29	-0.37	25	-0.59	0	-1.36	oncogene
3	9773413	9789702	1	p25.3	ENSG00000156983	BRPF1	Neutral	0	0.01	0.06	0	0	HET	0.56		4.81	20	-0.61	1.16	31	-0.35	39	-0.19	4	-0.94	
3	9879533	9886286	-1	p25.3	ENSG00000156990	RPUSD3	Neutral	0	0.01	0.02	0	0	HET	0.48		5.88	30	-0.36	1.84	34	-0.27	59	0.23	42	-0.33	
3	187386694	187388187	-1	q27.3	ENSG00000157005	SST	Neutral	0	0.01	0.03	0	0	HET	0.51		0.07	83	2.3	-3.49	57	0.04	49	-0.01	17	-0.22	
1	20959948	20978004	1	p36.12	ENSG00000158828	PINK1	Loss	-1	-0.21	-0.19	0	0	HET	0.34	down	17.1	1	-1.01	-1.63	16	-0.55	1	-1.17	0	-2.27	
3	10327359	10334631	-1	p25.3	ENSG00000157017	GHRL	Neutral	0	0.01	0.01	0	0	HET	0.51		0.57	83	1.28	1.08	80	1.02	87	1.49	96	1.74	
3	10334815	10362862	-1	p25.3	ENSG00000157020	SEC13	Neutral	0	0.01	0.06	0	0	HET	0.56		20.04	7	-0.78	1.87	31	-0.34	55	0.09	25	-0.31	
3	38537618	38583652	1	p22.2	ENSG00000157036	EXOG	Neutral	0	0.01	0.02	0	0	HET	0.5		1.85	17	-0.58	-1.12	47	-0.05	62	0.2	38	-0.4	
16	15131710	15149921	-1	p13.11	ENSG00000157045	NTAN1	Neutral	0	0.02	0.01	0	0	HET	0.52		12.49	1	-1.04	1.15	18	-0.58	13	-0.68	4	-1.5	
1	182869000	182922660	-1	q25.3	ENSG00000157060	SHCBP1L	Gain	1	0.23	0.24	0	0	HET	0.62		0.01	64	0.41	-4.57	83	inf	89	inf	79	inf	
1	183217372	183387737	-1	q25.3	ENSG00000157064	NMNAT2	Gain	1	0.23	0.25	0	0	HET	0.52		3.26	92	3.47	-1.09	86	2.83	94	3.41	100	4.66	
1	52608046	52812358	1	p32.3	ENSG00000157077	ZFYVE9	Neutral	0	0.02	0	0	0	HET	0.46		7.64	81	0.64	-1.23	78	0.64	45	-0.11	42	-0.21	
3	10365707	10749716	-1	p25.3	ENSG00000157087	ATP2B2	Neutral	0	0.01	0.02	0	0	HET	0.5		0.77	88	3.45	-2.03	78	1.89	88	5.81	67	0.24	
3	42438570	42452092	-1	p22.1	ENSG00000157093	LYZL4	Neutral	0	0.01	0.02	0	0	HET	0.44		0	44		-1.95	42		44		48		
3	11034410	11080933	1	p25.3	ENSG00000157103	SLC6A1	Neutral	0	0.01	0.04	0	0	HET	0.5		1.71	95	5.35	-2.14	83	2.56	88	3.66	100	5.49	
16	18816175	18937776	-1	p12.3	ENSG00000157106	SMG1	Neutral	0	0.02	0	0	0	HET	0.48		5.69	56	0.08	-1.01	36	-0.25	39	-0.18	33	-0.23	
5	72251808	72386349	1	q13.2	ENSG00000157107	FCHO2	Neutral	0	0.01	-0.01	0	0	HET	0.48		14.65	99	2.68	1.72	93	1.73	89	0.85	100	2.62	
8	30241944	30429778	1	p12	ENSG00000157110	RBPMS	Neutral	0	0.02	0.01	0	0	HET	0.54		30.47	70	0.46	1.99	88	1.4	79	0.59	17	-0.88	
5	72416119	72427644	1	q13.2	ENSG00000157111	TMEM171	Neutral	0	0.01	0.05	0	0	HET	0.49		0.09	34	-0.11	-2.82	20	-0.21	25	-0.04	83	1.42	
3	42727011	42734036	1	p22.1	ENSG00000157119	KLHL40	Neutral	0	0.01	0.05	0	0	HET	0.44		9.64	98	238.64	-2.01	100	1286.3	98	1055.85	100	443.14	
1	57320479	57383894	1	p32.2	ENSG00000157131	C8A	Neutral	0	0.02	0.02	0	0	HET	0.54		0	36	0	-15.71	36	0	30	0	35	0	
3	12194551	12200851	-1	p25.2	ENSG00000157150	TIMP4	Neutral	0	0.01	0.04	0	0	HET	0.4		8.38	78	1.04	-1.69	90	4.05	85	2.33	100	5.17	
8	31496902	32622548	1	p12	ENSG00000157168	NRG1	Neutral	0	0.02	0.02	0	0	HET	0.51		0.23	80	1.14	-1.27	56	0.11	18	-0.48	83	1.31	
1	186344890	186390510	1	q31.1	ENSG00000157181	C1orf27	Gain	1	0.23	0.25	0	0	HET	0.55		8.85	92	1.64	1.12	57	0.12	63	0.27	92	1.42	
1	53662101	53679869	1	p32.3	ENSG00000157184	CPT2	Neutral	0	0.02	0.04	0	0	HET	0.49		9.78	61	0.19	1.19	32	-0.28	19	-0.23	92	1.14	
1	16767167	16786573	1	p36.13	ENSG00000157191	NECAP2	Loss	-1	-0.21	-0.21	0	0	HET	0.41		10.85	1	-1.02	1.17	3	-1.36	4	-1.44	0	-3.33	
1	53711217	53793742	-1	p32.3	ENSG00000157193	LRP8	Neutral	0	0.02	0.06	0	0	HET	0.48		0.34	19	-0.39	-1.88	15	-0.45	41	-0.12	33	-0.38	
1	54598747	54619443	-1	p32.3	ENSG00000157211	CDCP2	Neutral	0	0.02	0.01	0	0	HET	0.47		0.06	95	2.15	1.04	95	2.66	97	2.15	92	1.65	
7	154735397	154794794	-1	q36.2	ENSG00000157212	PAXIP1	Neutral	0	0.01	0.01	0	0	HET	0.49		1.92	11	-0.77	1.16	5	-0.8	12	-0.95	0	-2.02	
7	89796904	89870091	1	q21.13	ENSG00000157214	STEAP2	Neutral	0	0.01	0	0	0	HET	0.5		2.16	68	0.37	-1.73	50	-0.01	32	-0.3	38	-0.45	
1	54692190	54879152	-1	p32.3	ENSG00000157216	SSBP3	Neutral	0	0.02	0.01	0	0	HET	0.52		12.24	66	0.32	1.36	38	-0.2	24	-0.5	0	-2.11	
7	154862034	154877459	1	q36.2	ENSG00000157219	HTR5A	Neutral	0	0.01	0.03	0	0	HET	0.44		0	44		-1.46	41		44		48		
7	90013035	90142716	1	q21.13	ENSG00000157224	CLDN12	Neutral	0	0.01	0.03	0	0	HET	0.52		4.98	37	-0.2	-1.16	10	-0.7	6	-0.91	8	-0.83	
14	23305766	23318236	1	q11.2	ENSG00000157227	MMP14	Neutral	0	0.01	0.04	0	0	HET	0.57		164.15	23	-0.38	6.6	80	0.81	98	4.83	79	1.1	
7	90893783	90898123	1	q21.13	ENSG00000157240	FZD1	Neutral	0	0.01	0.04	0	0	HET	0.52		19.09	57	0.1	1.64	78	0.83	73	0.54	96	0.99	
7	92076767	92088150	1	q21.2	ENSG00000157259	GATAD1	Neutral	0	0.01	0.05	0	0	HET	0.55		8.5	31	-0.35	1.06	25	-0.48	28	-0.47	4	-1.82	
9	95820989	95847420	1	q22.31	ENSG00000157303	SUSD3	Neutral	0	0.02	0.06	0	0	HET	0.44		13.02	94	3.13	2.28	83	1.52	84	1.41	50	-0.01	
16	69377151	69385712	-1	q22.1	ENSG00000157315	TMED6	Loss	-1	-0.22	-0.19	0	0	HET	0.71		0.25	31	-0.38	-1.89	9	-0.31	5	-0.22	8	-0.42	
16	69984810	69998141	1	q22.1	ENSG00000157322	CLEC18A	Loss	-1	-0.22	-0.11	0	0	HET	0.62		0.04	7	-0.51	1.02	9	-0.39	17	-0.28	12	-0.56	
14	24422795	24438488	1	q11.2	ENSG00000157326	DHRS4	Neutral	0	0.01	0.06	0	0	HET	0.59		8.46	16	-0.66	1.55	27	-0.37	9	-0.64	0	-1.75	
1	12806163	12823847	1	p36.21	ENSG00000157330	C1orf158	Loss	-1	-0.21	-0.17	0	0	HET	0.7		0	62	0.18	-1.57	63	0.16	54	0.06	12	-0.23	
16	70207225	70221264	1	q22.1	ENSG00000157335	CLEC18C	Neutral	0	0.02	-0.09	0	0	HET	0.47		0.01	43	-0.05	-1	42	-0.09	57	0.11	50	-0.09	
6	35704809	35716856	1	p21.31	ENSG00000157343	ARMC12	Neutral	0	0.01	0.08	0	0	HET	0.54		0.95	80	0.75	-1.14	87	1.82	99	6.26	96	2.57	
10	95717948	95721297	-1	q23.33	ENSG00000180764	PIPSL	Neutral	0	0.02	0.02	0	0	HET	0.49	down	0.96	0	-2.25	-1.09	2	-1.16	1	-1.82	0	-3.8	
16	70413338	70473140	-1	q22.1	ENSG00000157350	ST3GAL2	Loss	-1	-0.21	-0.23	0	0	HET	0.71		5.89	24	-0.47	1.37	58	0.16	71	0.41	21	-0.91	
